#seq	f_pos	f_neg	mean_hydropathy mean_net_charge kappa
fur.txt 0.114865 0.175676 0.437838 0.042058 0.204287
fusA.txt 0.113636 0.147727 0.468277 0.029028 0.178120
fxsA.txt 0.094937 0.088608 0.542757 0.012437 0.115603
gabD.txt 0.107884 0.124481 0.492162 0.014433 0.151767
gabP.txt 0.072961 0.045064 0.591798 0.030652 0.211742
gabT.txt 0.096244 0.117371 0.500261 0.014882 0.186369
gadA.txt 0.107296 0.137339 0.469099 0.026003 0.172666
gadB.txt 0.109442 0.137339 0.466977 0.023859 0.172157
gadC.txt 0.056751 0.048924 0.594020 0.011867 0.207994
gadE.txt 0.154286 0.085714 0.478032 0.077940 0.175180
gadW.txt 0.115702 0.095041 0.482874 0.028855 0.154160
gadX.txt 0.116788 0.091241 0.491444 0.033668 0.191486
galE.txt 0.088757 0.112426 0.465417 0.014666 0.170352
galF.txt 0.117845 0.131313 0.489749 0.010494 0.172023
galK.txt 0.089005 0.120419 0.488336 0.026411 0.180424
galM.txt 0.086705 0.132948 0.448202 0.041674 0.180582
galP.txt 0.081897 0.062500 0.566523 0.022319 0.181609
galR.txt 0.084548 0.107872 0.492290 0.015207 0.184375
galS.txt 0.086705 0.098266 0.503276 0.004920 0.178367
galT.txt 0.097701 0.120690 0.441731 0.013097 0.162311
galU.txt 0.096026 0.142384 0.503458 0.039640 0.205007
gapA.txt 0.117825 0.120846 0.485196 0.001072 0.175901
gapC_1.txt 0.108434 0.104418 0.503079 0.009442 0.176713
gapC_2.txt 0.060241 0.156627 0.480054 0.093399 0.226964
garD.txt 0.086042 0.112811 0.498470 0.021610 0.179053
garK.txt 0.083333 0.115196 0.508796 0.026362 0.159363
garL.txt 0.082031 0.101562 0.507943 0.013977 0.174241
garP.txt 0.072072 0.054054 0.578178 0.021442 0.139997
garR.txt 0.091216 0.108108 0.529354 0.013017 0.118897
gatA.txt 0.080000 0.133333 0.500370 0.044055 0.201049
gatB.txt 0.085106 0.106383 0.534043 0.014856 0.187122
gatC.txt 0.068736 0.055432 0.591574 0.017971 0.186255
gatD.txt 0.086705 0.104046 0.515446 0.011058 0.164515
gatR_1.txt 0.101351 0.108108 0.528529 0.003679 0.230693
gatR_2.txt 0.116071 0.107143 0.472421 0.015433 0.172551
gatY.txt 0.080986 0.109155 0.489867 0.017554 0.165166
gatZ.txt 0.092857 0.126190 0.486587 0.025837 0.149949
gcd.txt 0.076633 0.092965 0.492113 0.013555 0.141234
gcl.txt 0.092749 0.114671 0.506951 0.016001 0.198545
gcvA.txt 0.121311 0.104918 0.484080 0.023222 0.171523
gcvH.txt 0.054264 0.217054 0.484582 0.159147 0.141841
gcvP.txt 0.083595 0.111808 0.492720 0.020540 0.148658
gcvR.txt 0.068421 0.110526 0.498129 0.032386 0.202338
gcvT.txt 0.096154 0.126374 0.482387 0.024372 0.129993
gdhA.txt 0.098434 0.111857 0.482451 0.008268 0.142691
gfcA.txt 0.029703 0.039604 0.531023 0.005123 0.347031
gfcB.txt 0.088785 0.093458 0.473364 0.001535 0.177477
gfcC.txt 0.076613 0.100806 0.486335 0.019315 0.196535
gfcD.txt 0.101719 0.110315 0.449347 0.006391 0.142474
gfcE.txt 0.092348 0.100264 0.484638 0.006073 0.174920
ggt.txt 0.094828 0.113793 0.475517 0.015688 0.149283
ghoS.txt 0.091837 0.153061 0.483333 0.061490 0.258024
ghoT.txt 0.052632 0.017544 0.666667 0.043491 0.295290
ghrA.txt 0.105769 0.115385 0.471332 0.002913 0.169299
ghrB.txt 0.083333 0.123457 0.500583 0.030046 0.190554
ghxP.txt 0.040089 0.042316 0.624524 0.000286 0.171307
ghxQ.txt 0.043956 0.041758 0.621172 0.002918 0.149542
glcA.txt 0.046429 0.033929 0.606468 0.014521 0.183945
glcB.txt 0.105118 0.123098 0.463716 0.012524 0.167320
glcC.txt 0.133858 0.114173 0.471916 0.030626 0.142839
glcD.txt 0.086172 0.136273 0.505633 0.042912 0.183757
glcE.txt 0.094286 0.102857 0.483556 0.004995 0.187680
glcF.txt 0.130221 0.120393 0.469424 0.015110 0.159084
glcG.txt 0.089552 0.097015 0.517579 0.005861 0.175744
gldA.txt 0.068120 0.122616 0.518952 0.049112 0.132678
glf.txt 0.133515 0.138965 0.439449 0.001575 0.133118
glgA.txt 0.088050 0.102725 0.500280 0.006767 0.160585
glgB.txt 0.107143 0.134615 0.443391 0.016599 0.156331
glgC.txt 0.118329 0.136891 0.470379 0.013558 0.190205
glgP.txt 0.101840 0.131288 0.462372 0.021919 0.185088
glgS.txt 0.090909 0.151515 0.439562 0.046836 0.166290
glgX.txt 0.080670 0.118721 0.462100 0.026843 0.165647
glk.txt 0.096573 0.115265 0.517065 0.010230 0.126763
glmM.txt 0.110112 0.128090 0.501473 0.013394 0.170592
glmS.txt 0.096880 0.133005 0.488743 0.026775 0.177649
glmU.txt 0.107456 0.120614 0.480482 0.007056 0.191398
glnA.txt 0.100213 0.142857 0.467543 0.034640 0.165427
glnB.txt 0.151786 0.178571 0.500992 0.024843 0.196997
glnD.txt 0.111236 0.128090 0.467278 0.006811 0.161644
glnE.txt 0.109937 0.152220 0.464764 0.037126 0.181313
glnG.txt 0.110874 0.127932 0.472708 0.009407 0.165868
glnH.txt 0.137097 0.129032 0.474059 0.009974 0.106333
glnK.txt 0.142857 0.151786 0.507440 0.006736 0.210963
glnL.txt 0.088825 0.120344 0.480675 0.024546 0.160105
glnP.txt 0.086758 0.059361 0.597412 0.029625 0.122492
glnQ.txt 0.116667 0.133333 0.484722 0.008707 0.142218
glnS.txt 0.129964 0.149819 0.442459 0.013402 0.146986
gloA.txt 0.111111 0.155556 0.461564 0.041047 0.165703
gloB.txt 0.091633 0.131474 0.474812 0.030947 0.170274
glpA.txt 0.114391 0.125461 0.485117 0.005564 0.182427
glpB.txt 0.076372 0.093079 0.506868 0.012205 0.166925
glpC.txt 0.126263 0.101010 0.476207 0.028722 0.136117
glpD.txt 0.127745 0.129741 0.457285 0.005062 0.204559
glpE.txt 0.055556 0.138889 0.470576 0.074936 0.123988
glpF.txt 0.053381 0.060498 0.581613 0.003482 0.187494
glpG.txt 0.079710 0.065217 0.541063 0.020491 0.152166
glpK.txt 0.107570 0.133466 0.467574 0.021824 0.140584
glpQ.txt 0.117318 0.150838 0.438579 0.026878 0.152073
glpR.txt 0.095238 0.126984 0.476323 0.020335 0.162061
glpT.txt 0.073009 0.061947 0.554818 0.014297 0.161458
glpX.txt 0.116071 0.136905 0.498181 0.018166 0.172891
glrK.txt 0.109474 0.107368 0.484398 0.006841 0.151206
glrR.txt 0.114865 0.128378 0.482633 0.008157 0.159396
gltA.txt 0.110070 0.124122 0.474343 0.006071 0.147987
gltB.txt 0.110745 0.119974 0.475104 0.003880 0.169352
gltD.txt 0.122881 0.141949 0.465184 0.016138 0.156184
gltF.txt 0.070866 0.090551 0.503062 0.016494 0.193558
gltI.txt 0.139073 0.129139 0.447461 0.011330 0.150881
gltJ.txt 0.069106 0.048780 0.567209 0.020927 0.158720
gltK.txt 0.066964 0.049107 0.596478 0.018925 0.185158
gltL.txt 0.128631 0.132780 0.493038 0.001496 0.162496
gltP.txt 0.068650 0.064073 0.597610 0.008909 0.110083
gltS.txt 0.057357 0.049875 0.613827 0.010779 0.187118
gltX.txt 0.118896 0.154989 0.441378 0.026777 0.190128
gluQ.txt 0.094156 0.107143 0.469805 0.001628 0.164702
glvB.txt 0.086957 0.105590 0.507729 0.011692 0.166246
glvC.txt 0.040761 0.048913 0.594022 0.003734 0.180918
glvG.txt 0.127358 0.103774 0.487212 0.026572 0.180517
glxK.txt 0.062992 0.102362 0.537270 0.037508 0.174917
glxR.txt 0.085616 0.102740 0.519711 0.012546 0.193926
glyA.txt 0.103118 0.119904 0.474101 0.009497 0.160315
glyQ.txt 0.089109 0.132013 0.456472 0.039388 0.143491
glyS.txt 0.127721 0.153846 0.475649 0.022687 0.148856
gmd.txt 0.107239 0.131367 0.466071 0.016599 0.160351
gmhB.txt 0.099476 0.151832 0.472077 0.045222 0.186739
gmk.txt 0.120773 0.140097 0.452228 0.009970 0.213009
gmm.txt 0.100629 0.144654 0.465479 0.037880 0.213802
gmr.txt 0.113464 0.122542 0.478887 0.003559 0.174361
gnd.txt 0.102564 0.130342 0.477802 0.025820 0.162764
gnsA.txt 0.175439 0.192982 0.439376 0.017472 0.131047
gnsB.txt 0.192982 0.157895 0.446589 0.035067 0.166494
gntK.txt 0.120000 0.137143 0.464635 0.006288 0.232636
gntP.txt 0.042506 0.044743 0.624062 0.001993 0.158663
gntR.txt 0.114804 0.120846 0.488453 0.001171 0.166612
gntT.txt 0.054795 0.050228 0.614358 0.007648 0.197452
gntU.txt 0.047085 0.051570 0.615745 0.000438 0.185792
gntX.txt 0.132159 0.052863 0.494665 0.087226 0.237123
gor.txt 0.093333 0.120000 0.487506 0.019556 0.161554
gph.txt 0.087302 0.146825 0.485185 0.056708 0.178178
gpmA.txt 0.140000 0.156000 0.436889 0.011149 0.177215
gpmM.txt 0.107004 0.147860 0.478318 0.034830 0.129028
gpp.txt 0.095142 0.111336 0.497841 0.010283 0.173766
gpsA.txt 0.097345 0.109145 0.497247 0.006417 0.155442
gpt.txt 0.111842 0.138158 0.494664 0.020128 0.204290
grcA.txt 0.125984 0.165354 0.463080 0.035726 0.132787
greA.txt 0.126582 0.196203 0.459283 0.066637 0.173173
greB.txt 0.170886 0.164557 0.423066 0.007694 0.156876
groL.txt 0.113139 0.147810 0.499027 0.034328 0.163539
groS.txt 0.134021 0.164948 0.499542 0.028363 0.139788
grpE.txt 0.121827 0.197970 0.458658 0.072335 0.164021
grxA.txt 0.117647 0.164706 0.436601 0.044898 0.085217
grxB.txt 0.134884 0.130233 0.470698 0.008845 0.186475
grxC.txt 0.132530 0.132530 0.465060 0.004713 0.188948
grxD.txt 0.095652 0.139130 0.469758 0.044219 0.145974
gshA.txt 0.110039 0.135135 0.465508 0.022313 0.158937
gshB.txt 0.117089 0.148734 0.470992 0.028914 0.133993
gsiA.txt 0.109477 0.106209 0.495588 0.009425 0.158767
gsiB.txt 0.099609 0.095703 0.471875 0.006653 0.150532
gsiC.txt 0.071895 0.071895 0.575309 0.003961 0.201932
gsiD.txt 0.079208 0.062706 0.576274 0.020398 0.179537
gsk.txt 0.094470 0.124424 0.461572 0.023206 0.216295
gspA.txt 0.124744 0.114519 0.483231 0.015671 0.148443
gspB.txt 0.100719 0.172662 0.470104 0.067072 0.294752
gspC.txt 0.084871 0.088561 0.478885 0.004331 0.190854
gspD.txt 0.100000 0.113846 0.479538 0.011728 0.172396
gspE.txt 0.099391 0.115619 0.485305 0.010611 0.188720
gspF.txt 0.105528 0.072864 0.515997 0.036767 0.199988
gspG.txt 0.103448 0.137931 0.464061 0.029489 0.189206
gspH.txt 0.071006 0.124260 0.492965 0.050486 0.212838
gspI.txt 0.080000 0.128000 0.439644 0.045981 0.126074
gspJ.txt 0.087179 0.107692 0.459316 0.013027 0.188290
gspK.txt 0.088685 0.110092 0.459939 0.015665 0.204914
gspL.txt 0.090439 0.103359 0.462819 0.003886 0.205900
gspM.txt 0.091503 0.111111 0.482861 0.010338 0.144246
gspO.txt 0.048889 0.044444 0.602667 0.008936 0.205073
gss.txt 0.098546 0.143780 0.462018 0.038236 0.161000
gstA.txt 0.119403 0.134328 0.475511 0.010413 0.154331
gstB.txt 0.105769 0.134615 0.477991 0.026748 0.202289
guaA.txt 0.106667 0.146667 0.489291 0.033457 0.134054
guaB.txt 0.116803 0.129098 0.489071 0.007609 0.140023
guaC.txt 0.106628 0.118156 0.492475 0.006551 0.172575
guaD.txt 0.109339 0.132118 0.459150 0.014807 0.154529
gudD.txt 0.091928 0.118834 0.475336 0.019038 0.164346
gudP.txt 0.066667 0.044444 0.576889 0.024672 0.150805
gudX.txt 0.091928 0.116592 0.478376 0.017479 0.171431
gutM.txt 0.117647 0.058824 0.527451 0.062351 0.254488
gutQ.txt 0.093458 0.109034 0.515957 0.009810 0.152323
gyrA.txt 0.124571 0.164571 0.473346 0.035644 0.196046
gyrB.txt 0.128109 0.150498 0.449558 0.016235 0.170944
hcaB.txt 0.070370 0.085185 0.518477 0.009881 0.191172
hcaC.txt 0.047170 0.150943 0.504507 0.098314 0.231826
hcaD.txt 0.092500 0.112500 0.484167 0.014971 0.140366
hcaE.txt 0.103753 0.134658 0.446186 0.026215 0.149230
hcaF.txt 0.145349 0.156977 0.430556 0.004710 0.141335
hcaR.txt 0.097973 0.108108 0.513814 0.006221 0.170762
hcaT.txt 0.065963 0.023747 0.600117 0.044798 0.173394
hchA.txt 0.088339 0.120141 0.475108 0.022658 0.182786
hcp.txt 0.080000 0.112727 0.503838 0.027783 0.162558
hcr.txt 0.096273 0.111801 0.492719 0.013541 0.168463
hda.txt 0.115880 0.141631 0.478636 0.021934 0.179562
hdeA.txt 0.127273 0.145455 0.476869 0.018730 0.120986
hdeB.txt 0.092593 0.101852 0.473148 0.007601 0.227190
hdeD.txt 0.068421 0.036842 0.641170 0.033612 0.253170
hdfR.txt 0.103943 0.103943 0.468459 0.006719 0.167655
hdhA.txt 0.074510 0.098039 0.515425 0.020191 0.146670
helD.txt 0.134503 0.130117 0.454094 0.011611 0.174382
hemA.txt 0.114833 0.141148 0.479107 0.021268 0.168746
hemB.txt 0.117284 0.148148 0.486111 0.026895 0.180631
hemC.txt 0.111821 0.137380 0.492652 0.022007 0.137286
hemD.txt 0.097561 0.113821 0.486269 0.009836 0.171671
hemE.txt 0.104520 0.121469 0.482643 0.011137 0.176455
hemF.txt 0.113712 0.133779 0.445708 0.012371 0.170531
hemG.txt 0.160221 0.110497 0.434745 0.056199 0.130099
hemH.txt 0.106250 0.115625 0.479236 0.004448 0.215528
hemL.txt 0.068075 0.117371 0.522405 0.045432 0.168395
hemN.txt 0.111597 0.133479 0.461537 0.016123 0.174616
hemX.txt 0.096692 0.137405 0.451682 0.040028 0.184622
hemY.txt 0.128141 0.123116 0.459827 0.013469 0.199523
hepA.txt 0.103306 0.153926 0.460514 0.043493 0.165181
hflC.txt 0.155689 0.158683 0.459481 0.001476 0.141254
hflD.txt 0.084507 0.065728 0.514085 0.025288 0.192980
hflK.txt 0.126492 0.128878 0.429806 0.001750 0.129090
hflX.txt 0.129108 0.152582 0.463067 0.017371 0.158689
hfq.txt 0.078431 0.078431 0.443900 0.011799 0.245309
hha.txt 0.180556 0.152778 0.436728 0.030707 0.142482
hicA.txt 0.206897 0.103448 0.410536 0.115374 0.177492
hicB.txt 0.082759 0.137931 0.509579 0.048455 0.193054
higA.txt 0.079710 0.130435 0.521337 0.047387 0.258609
higB.txt 0.173077 0.105769 0.451389 0.078489 0.111172
hinT.txt 0.084034 0.126050 0.493091 0.027795 0.220011
hipA.txt 0.120455 0.115909 0.483131 0.009294 0.147106
hipB.txt 0.090909 0.090909 0.439773 0.000333 0.251202
hisA.txt 0.093878 0.126531 0.506984 0.030022 0.151916
hisB.txt 0.121127 0.146479 0.459437 0.017680 0.151574
hisC.txt 0.092697 0.115169 0.496161 0.022512 0.137282
hisD.txt 0.087558 0.115207 0.498592 0.025307 0.132205
hisF.txt 0.108527 0.147287 0.495134 0.034622 0.158712
hisG.txt 0.127090 0.147157 0.483909 0.017268 0.163988
hisH.txt 0.086735 0.112245 0.492063 0.021189 0.144266
hisI.txt 0.098522 0.137931 0.463218 0.032689 0.186384
hisJ.txt 0.126923 0.138462 0.466752 0.010825 0.136977
hisL.txt 0.125000 0.062500 0.283333 0.167598 0.491753
hisM.txt 0.079832 0.050420 0.571849 0.034054 0.156919
hisP.txt 0.120623 0.116732 0.472979 0.012246 0.166055
hisQ.txt 0.070175 0.057018 0.588791 0.014081 0.189917
hisS.txt 0.113208 0.132075 0.469811 0.014620 0.144828
hlyE.txt 0.118812 0.141914 0.476458 0.022503 0.139827
hmp.txt 0.090909 0.123737 0.467789 0.025041 0.136495
hns.txt 0.167883 0.182482 0.416545 0.014718 0.212044
hofB.txt 0.082430 0.099783 0.497710 0.007517 0.195582
hofC.txt 0.077500 0.072500 0.534250 0.010732 0.183913
hofM.txt 0.104247 0.108108 0.480480 0.000491 0.165704
hofN.txt 0.117318 0.083799 0.461701 0.037617 0.181396
hofO.txt 0.075342 0.109589 0.499011 0.024484 0.184065
hofP.txt 0.149254 0.126866 0.427280 0.021765 0.188647
hofQ.txt 0.099515 0.111650 0.487001 0.007410 0.146000
hokA.txt 0.120000 0.100000 0.559778 0.022971 0.187490
hokB.txt 0.122449 0.081633 0.565306 0.043869 0.059326
hokC.txt 0.100000 0.100000 0.575778 0.008425 0.191940
hokD.txt 0.117647 0.117647 0.559477 0.001138 0.194381
hokE.txt 0.120000 0.100000 0.586889 0.018759 0.093613
holA.txt 0.096210 0.102041 0.489051 0.000093 0.201922
holB.txt 0.086826 0.095808 0.494478 0.001216 0.136523
holC.txt 0.136054 0.142857 0.458655 0.005509 0.197974
holD.txt 0.080292 0.102190 0.482563 0.017000 0.175199
holE.txt 0.171053 0.144737 0.449561 0.032702 0.094468
hpf.txt 0.126316 0.136842 0.455789 0.002142 0.140872
hpt.txt 0.129213 0.168539 0.492385 0.035531 0.131442
hrpA.txt 0.144418 0.142857 0.451193 0.006853 0.162045
hrpB.txt 0.110012 0.117429 0.480950 0.004335 0.181641
hscA.txt 0.095779 0.136364 0.496916 0.035521 0.162785
hscB.txt 0.122807 0.175439 0.433528 0.045490 0.177891
hscC.txt 0.104317 0.142086 0.477038 0.033633 0.183692
hsdM.txt 0.105860 0.155009 0.441378 0.042148 0.186117
hsdR.txt 0.131313 0.150673 0.445623 0.014744 0.176315
hsdS.txt 0.140086 0.099138 0.471049 0.044766 0.149778
hslJ.txt 0.100000 0.100000 0.485397 0.002800 0.130295
hslO.txt 0.065068 0.167808 0.465221 0.096661 0.182449
hslR.txt 0.225564 0.157895 0.395405 0.073143 0.115559
hslU.txt 0.133183 0.164786 0.459644 0.027843 0.184648
hslV.txt 0.113636 0.130682 0.496275 0.010331 0.184462
hspQ.txt 0.066667 0.161905 0.455873 0.085967 0.299138
hsrA.txt 0.073684 0.035789 0.580795 0.040735 0.250881
htgA.txt 0.105590 0.037267 0.507867 0.065285 0.170451
htpG.txt 0.133013 0.177885 0.441827 0.039392 0.152209
htpX.txt 0.081911 0.085324 0.538225 0.001460 0.162122
htrE.txt 0.072832 0.104046 0.453963 0.028350 0.169358
htrL.txt 0.157895 0.098246 0.470253 0.062559 0.155618
hupA.txt 0.155556 0.111111 0.474691 0.047116 0.097605
hupB.txt 0.155556 0.111111 0.495309 0.044453 0.134140
hyaA.txt 0.099462 0.102151 0.477240 0.002006 0.203292
hyaB.txt 0.087102 0.110553 0.476642 0.017577 0.139362
hyaC.txt 0.085106 0.059574 0.533050 0.034582 0.182642
hyaD.txt 0.066667 0.128205 0.487350 0.054373 0.178799
hyaE.txt 0.083333 0.143939 0.468687 0.058660 0.151768
hyaF.txt 0.063158 0.136842 0.482339 0.066831 0.196389
hybA.txt 0.106707 0.106707 0.449864 0.006466 0.153493
hybB.txt 0.068878 0.053571 0.583078 0.019201 0.161327
hybC.txt 0.086420 0.107584 0.484441 0.013937 0.138770
hybD.txt 0.079268 0.152439 0.533130 0.067185 0.166747
hybE.txt 0.074074 0.104938 0.494033 0.025421 0.204232
hybF.txt 0.070796 0.150442 0.503540 0.066802 0.131653
hybG.txt 0.048780 0.158537 0.543360 0.104898 0.225393
hybO.txt 0.088710 0.104839 0.478435 0.006173 0.127354
hycA.txt 0.104575 0.137255 0.460494 0.022240 0.133238
hycB.txt 0.098522 0.103448 0.494964 0.000176 0.200356
hycC.txt 0.055921 0.034539 0.608224 0.025069 0.163115
hycD.txt 0.058632 0.058632 0.596815 0.001397 0.219946
hycE.txt 0.121265 0.133568 0.460633 0.006342 0.147922
hycF.txt 0.127778 0.127778 0.464198 0.003014 0.160856
hycG.txt 0.109804 0.121569 0.483355 0.006891 0.202980
hycH.txt 0.088235 0.139706 0.482271 0.043006 0.190796
hycI.txt 0.057692 0.173077 0.502564 0.114108 0.152767
hydN.txt 0.125714 0.102857 0.496127 0.026626 0.129117
hyfA.txt 0.082927 0.097561 0.487046 0.009928 0.166660
hyfB.txt 0.061012 0.047619 0.598644 0.018717 0.169933
hyfC.txt 0.063492 0.057143 0.601340 0.009807 0.221874
hyfD.txt 0.054280 0.041754 0.599907 0.016276 0.161486
hyfE.txt 0.064815 0.032407 0.620833 0.034882 0.228530
hyfF.txt 0.053232 0.045627 0.608766 0.013543 0.190178
hyfG.txt 0.117117 0.135135 0.468488 0.012270 0.140168
hyfH.txt 0.110497 0.088398 0.478023 0.021256 0.182183
hyfI.txt 0.111111 0.103175 0.482099 0.015720 0.156048
hyfJ.txt 0.080292 0.145985 0.517518 0.057489 0.343291
hyfR.txt 0.101493 0.125373 0.479088 0.015587 0.166819
hyi.txt 0.100775 0.139535 0.461929 0.031027 0.139878
hypA.txt 0.103448 0.146552 0.487356 0.037339 0.270713
hypB.txt 0.100000 0.131034 0.473525 0.025278 0.209380
hypC.txt 0.066667 0.166667 0.497407 0.098220 0.153767
hypD.txt 0.085791 0.109920 0.489753 0.016755 0.142464
hypE.txt 0.077640 0.114907 0.536577 0.033375 0.149338
hypF.txt 0.081333 0.100000 0.489896 0.011571 0.171919
hypT.txt 0.099010 0.125413 0.485295 0.019681 0.191877
hyuA.txt 0.095445 0.110629 0.482116 0.006996 0.206406
iaaA.txt 0.074766 0.121495 0.511215 0.042631 0.137258
iadA.txt 0.079487 0.117949 0.514103 0.032707 0.160835
iap.txt 0.124638 0.104348 0.458680 0.026925 0.136840
ibaG.txt 0.095238 0.119048 0.470503 0.015178 0.229693
ibpA.txt 0.116788 0.145985 0.441687 0.022096 0.166847
ibpB.txt 0.098592 0.133803 0.444601 0.030040 0.127133
ibsA.txt 0.052632 0.000000 0.720468 0.065182 0.709437
ibsB.txt 0.055556 0.000000 0.759877 0.055456 0.721567
ibsC.txt 0.052632 0.000000 0.771345 0.052590 0.709437
ibsD.txt 0.052632 0.000000 0.788304 0.052537 0.709437
ibsE.txt 0.052632 0.000000 0.749708 0.052537 0.709437
icd.txt 0.115385 0.144231 0.482933 0.026350 0.154239
icdC.txt 0.100000 0.180000 0.505333 0.080501 0.173223
iclR.txt 0.098540 0.094891 0.494363 0.014768 0.261597
idi.txt 0.098901 0.115385 0.467521 0.010492 0.257627
idnD.txt 0.084548 0.104956 0.498154 0.013558 0.178821
idnK.txt 0.133690 0.139037 0.458051 0.000477 0.189713
idnO.txt 0.090551 0.110236 0.509274 0.012422 0.184736
idnR.txt 0.105422 0.117470 0.476539 0.005130 0.175762
idnT.txt 0.041002 0.045558 0.624045 0.000182 0.248312
ihfA.txt 0.202020 0.171717 0.402918 0.030382 0.157319
ihfB.txt 0.170213 0.138298 0.412884 0.042187 0.093767
ileS.txt 0.114072 0.137527 0.470824 0.017464 0.161379
ilvA.txt 0.101167 0.130350 0.494704 0.022047 0.161633
ilvB.txt 0.074733 0.104982 0.504587 0.024693 0.159105
ilvC.txt 0.109980 0.138493 0.477235 0.025408 0.152705
ilvD.txt 0.102273 0.120130 0.484921 0.014116 0.159386
ilvE.txt 0.097087 0.122977 0.481625 0.019904 0.139155
ilvG_1.txt 0.061162 0.097859 0.524227 0.030598 0.204098
ilvG_2.txt 0.077720 0.108808 0.482211 0.023873 0.183361
ilvH.txt 0.134969 0.128834 0.493933 0.009155 0.100708
ilvI.txt 0.081882 0.102787 0.494348 0.013235 0.169733
ilvL.txt 0.093750 0.000000 0.690625 0.092761 0.348809
ilvM.txt 0.091954 0.068966 0.499745 0.033389 0.206791
ilvN.txt 0.093750 0.125000 0.477662 0.021801 0.158440
ilvX.txt 0.187500 0.000000 0.402778 0.185521 0.200021
ilvY.txt 0.111111 0.121212 0.484362 0.002336 0.163666
inaA.txt 0.157407 0.129630 0.447274 0.037388 0.183064
infA.txt 0.152778 0.125000 0.460648 0.034498 0.225841
infB.txt 0.149438 0.165169 0.440762 0.011686 0.162721
infC.txt 0.200000 0.155556 0.425494 0.045656 0.178449
insA-7.txt 0.153846 0.021978 0.458242 0.138054 0.161195
insA-6.txt 0.131868 0.021978 0.464835 0.118722 0.186296
insA-5.txt 0.131868 0.021978 0.464835 0.118722 0.186296
insA-4.txt 0.131868 0.021978 0.463614 0.118722 0.186296
insA-3.txt 0.131868 0.021978 0.463614 0.118722 0.186296
insA-2.txt 0.131868 0.021978 0.463614 0.118722 0.186296
insA-1.txt 0.131868 0.021978 0.464835 0.118722 0.186296
insAB-6.txt 0.146552 0.060345 0.465469 0.096774 0.215436
insAB-5.txt 0.146552 0.060345 0.465469 0.096774 0.215436
insAB-4.txt 0.150862 0.060345 0.464128 0.100045 0.211369
insAB-3.txt 0.150862 0.060345 0.459722 0.101084 0.211369
insAB-2.txt 0.150862 0.060345 0.459722 0.101084 0.211369
insAB-1.txt 0.146552 0.060345 0.465469 0.096774 0.215436
insB-4.txt 0.161677 0.077844 0.439122 0.095127 0.221243
insB-2.txt 0.167665 0.077844 0.430539 0.102559 0.215922
insB-1.txt 0.155689 0.077844 0.442116 0.090583 0.226601
insC-6.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insC-5.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insC-4.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insC-3.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insC-2.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insC-1.txt 0.139706 0.110294 0.490033 0.032991 0.225078
insCD-6.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insCD-5.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insCD-4.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insCD-3.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insCD-2.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insCD-1.txt 0.153302 0.117925 0.455189 0.040457 0.180717
insD-1.txt 0.152824 0.122924 0.439904 0.036243 0.176383
insD.txt 0.142202 0.123853 0.433384 0.022805 0.155906
insE-5.txt 0.196078 0.127451 0.393137 0.073372 0.199102
insE-4.txt 0.196078 0.127451 0.393137 0.073372 0.199102
insE-3.txt 0.196078 0.127451 0.393137 0.073372 0.199102
insE-2.txt 0.196078 0.127451 0.393137 0.073372 0.199102
insE-1.txt 0.196078 0.127451 0.393137 0.073372 0.199102
insEF-5.txt 0.164103 0.102564 0.428490 0.067479 0.209197
insEF-4.txt 0.164103 0.102564 0.428490 0.067479 0.209197
insEF-3.txt 0.164103 0.102564 0.428490 0.067479 0.209197
insEF-2.txt 0.164103 0.102564 0.428490 0.067479 0.209197
insEF-1.txt 0.164103 0.102564 0.428490 0.067479 0.209197
insF-1.txt 0.156250 0.083333 0.443634 0.079260 0.230798
insG.txt 0.138009 0.095023 0.459175 0.049663 0.195538
insH-11.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-10.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-9.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-8.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-7.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-6.txt 0.133136 0.109467 0.442242 0.034283 0.222323
insH-5.txt 0.138037 0.110429 0.436026 0.036397 0.220039
insH-4.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-3.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-2.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insH-1.txt 0.136095 0.109467 0.440697 0.037244 0.221231
insI-3.txt 0.195822 0.093995 0.415115 0.109756 0.166996
insI-2.txt 0.195822 0.093995 0.415115 0.109756 0.166996
insI-1.txt 0.195822 0.093995 0.415231 0.109756 0.166996
